"","leafsp","trt","area","lesion1","lesion2","lesion3","totlesion","Unattributed.infection.area","tot.lesion","percent.infection","X","medMAP","hostorigin","minMAP","maxMAP","rangeMAP","Isolate","code","Bosque","pathogenorigin","DRY_DEFICIT","percent0","control"
"431","castel","1",1551.294,0,0,0,0,"1551.294",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"432","castel","2",960.823,0,0,0,0,"960.823",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"433","castel","3",3497.474,0,0,0,0,"3497.474",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"434","castel","4",3175.589,0,0,0,0,"3175.589",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"435","castel","5",10558.479,0,0,0,0,"10558.479",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"436","castel","Control 1",1169.656,0,0,0,0,"1169.656",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"437","castel","Control 2",1949.878,0,0,0,0,"1949.878",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"438","castel","Control 3",1833.358,1706.379,0,0,1706.379,"0",1706.379,0.930739659139132,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5214Calolo","5","Buena Vista",2595,-510.47,1,"cntrl"
"439","castel","Control 4",4587.526,157.849,0,0,157.849,"0",157.849,0.0344083063507433,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5214Calolo","5","Buena Vista",2595,-510.47,1,"cntrl"
"440","castel","Control 5",8624.92,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"441","dendar","1",8832.815,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"442","dendar","2",8894.257,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"443","dendar","3",7178.456,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"444","dendar","4",7659.167,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"445","dendar","5",9538.252,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"446","dendar","Control 1",7670.823,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"447","dendar","Control 2",9199.099,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"448","dendar","Control 3",10399.439,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"449","dendar","Control 4",8987.715,0,0,0,0,"3215.995",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"450","dendar","Control 5",11518.031,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"451","mourmy","1",536.556,25.234,0,0,25.234,"0",25.234,0.0470295738003116,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5214Calolo","5","Buena Vista",2595,-510.47,1,"live"
"452","mourmy","2",125.459,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"453","mourmy","3",145.29,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"454","mourmy","4",176.917,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"455","mourmy","5",116.74,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"456","mourmy","Control 1",125.659,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"457","mourmy","Control 2",98.629,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"458","mourmy","Control 3",116.927,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"459","mourmy","Control 4",92.456,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"460","mourmy","Control 5",82.941,0,0,0,0,"82.941",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"461","ormoma","1",5507.318,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"462","ormoma","2",6256.723,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"463","ormoma","3",7613.902,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"464","ormoma","4",3179.495,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"465","ormoma","5",4087.776,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"466","ormoma","Control 1",2752.789,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"467","ormoma","Control 2",3614.977,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"468","ormoma","Control 3",5275.271,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"469","ormoma","Control 4",3359.04,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"470","ormoma","Control 5",11023.457,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"471","randar","1",793.305,11.206,6.742,0,17.948,"0",17.948,0.0226243374238156,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5214Calolo","5","Buena Vista",2595,-510.47,1,"live"
"472","randar","2",619.271,609.997,0,0,609.997,"0",609.997,0.98502432699093,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5214Calolo","5","Buena Vista",2595,-510.47,1,"live"
"473","randar","3",940.97,0,0,0,0,"50.955",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"474","randar","4",902.244,11.482,0,0,11.482,"0",11.482,0.0127260474993461,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5214Calolo","5","Buena Vista",2595,-510.47,1,"live"
"475","randar","5",776.043,74.621,89.679,84.124,248.424,"0",248.424,0.32011628221632,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5214Calolo","5","Buena Vista",2595,-510.47,1,"live"
"476","randar","Control 1",758.974,0,0,0,0,"758.974",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"477","randar","Control 2",953.317,32.63,11.521,0,44.151,"0",44.151,0.0463130312372485,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5214Calolo","5","Buena Vista",2595,-510.47,1,"cntrl"
"478","randar","Control 3",476.504,32.186,19.498,8.179,59.863,"0",59.863,0.125629585480919,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5214Calolo","5","Buena Vista",2595,-510.47,1,"cntrl"
"479","randar","Control 4",578.671,432.806,0,0,432.806,"0",432.806,0.747931035078654,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5214Calolo","5","Buena Vista",2595,-510.47,1,"cntrl"
"480","randar","Control 5",568.211,9.933,27.757,10.813,48.503,"0",48.503,0.0853608958643884,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5214Calolo","5","Buena Vista",2595,-510.47,1,"cntrl"
"481","soroaf","1",6476.296,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"482","soroaf","2",4652.536,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"483","soroaf","3",4374.182,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"484","soroaf","4",4121.943,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"485","soroaf","5",2076.026,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"486","soroaf","Control 1",2121.039,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"487","soroaf","Control 2",3968.552,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"488","soroaf","Control 3",1507.615,492.453,0,0,492.453,"0",492.453,0.326643738620271,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,1,"cntrl"
"489","soroaf","Control 4",3398.517,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"490","soroaf","Control 5",994.586,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"491","aspicr","1",2111.047,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"492","aspicr","2",3900.065,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"493","aspicr","3",2448.334,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"494","aspicr","4",3090.581,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"495","aspicr","5",2321.828,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"496","aspicr","Control 1",2551.167,2221.153,0,0,2221.153,"0",2221.153,0.870641945431248,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,1,"cntrl"
"497","aspicr","Control 2",1837.338,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"498","aspicr","Control 3",4083.751,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"499","aspicr","Control 4",4064.401,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"500","aspicr","Control 5",3500.829,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"501","castel","1",801.306,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"502","castel","2",1076.412,0,0,0,0,"1076.412",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"503","castel","3",3165.85,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"504","castel","4",8852.183,3092.425,0,0,3092.425,"0",3092.425,0.349340383044499,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5323Laciag","5","Buena Vista",2595,-510.47,1,"live"
"505","castel","5",2584.428,0,0,0,0,"2584.428",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"506","castel","Control 1",816.202,0,0,0,0,"127.195",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"507","castel","Control 2",2632.675,0,0,0,0,"2632.675",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"508","castel","Control 3",3466.605,0,0,0,0,"3266.605",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"509","castel","Control 4",8526.732,0,0,0,0,"3266.605",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"510","castel","Control 5",8825.874,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"511","dendar","1",2156.43,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"512","dendar","2",2142.952,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"513","dendar","3",3251.249,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"514","dendar","4",4447.257,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"515","dendar","5",1709.386,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"516","dendar","Control 1",2992.465,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"517","dendar","Control 2",3784.262,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"518","dendar","Control 3",2683.26,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"519","dendar","Control 4",1872.121,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"520","dendar","Control 5",2644.593,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"521","mourmy","1",136.965,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"522","mourmy","2",132.577,24.106,0,0,24.106,"0",24.106,0.181826410312498,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5323Laciag","5","Buena Vista",2595,-510.47,1,"live"
"523","mourmy","3",157.921,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"524","mourmy","4",128.954,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"525","mourmy","5",130.504,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"526","mourmy","Control 1",131.713,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"527","mourmy","Control 2",101.381,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"528","mourmy","Control 3",84.877,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"529","mourmy","Control 4",134.435,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"530","mourmy","Control 5",97.579,0,0,0,0,"97.579",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"531","ormoma","1",4554.177,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"532","ormoma","2",4005.524,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"533","ormoma","3",4552.659,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"534","ormoma","4",1908.712,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"535","ormoma","5",1286.329,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"536","ormoma","Control 1",2580.157,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"537","ormoma","Control 2",1768.565,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"538","ormoma","Control 3",1097.361,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"539","ormoma","Control 4",6580.433,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"540","ormoma","Control 5",4764.819,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"541","randar","1",2767.795,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"542","randar","2",618.9,0,0,0,0,"618.9",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"543","randar","3",1300.86,966.727,0,0,966.727,"0",966.727,0.743144535153668,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5323Laciag","5","Buena Vista",2595,-510.47,1,"live"
"544","randar","4",923.188,898.651,0,0,898.651,"0",898.651,0.973421448285723,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5323Laciag","5","Buena Vista",2595,-510.47,1,"live"
"545","randar","5",847.122,15.328,5.431,0,20.759,"0",20.759,0.0245053250889482,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5323Laciag","5","Buena Vista",2595,-510.47,1,"live"
"546","randar","Control 1",751.265,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"547","randar","Control 2",803.997,160.709,0,0,160.709,"0",160.709,0.199887561769509,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5323Laciag","5","Buena Vista",2595,-510.47,1,"cntrl"
"548","randar","Control 3",692.787,639.135,0,0,639.135,"0",639.135,0.922556283533034,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5323Laciag","5","Buena Vista",2595,-510.47,1,"cntrl"
"549","randar","Control 4",790.25,482.085,0,0,482.085,"0",482.085,0.610041126225878,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5323Laciag","5","Buena Vista",2595,-510.47,1,"cntrl"
"550","randar","Control 5",1115.97,0,0,0,0,"115.97",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"551","soroaf","1",1554.274,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"552","soroaf","2",2712.087,0,0,0,0,"2712.087",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"553","soroaf","3",1996.635,0,0,0,0,"1996.635",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"554","soroaf","4",1525.189,0,0,0,0,"1525.189",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"555","soroaf","5",4029.084,0,0,0,0,"4029.084",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live"
"556","soroaf","Control 1",3201.4,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"557","soroaf","Control 2",1627.8,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"558","soroaf","Control 3",3821.369,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"559","soroaf","Control 4",559.687,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"560","soroaf","Control 5",2952.731,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"cntrl"
"561","aspicr","1",10467.146,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"562","aspicr","2",3928.48,471.488,602.404,0,1073.892,"0",1073.892,0.273360689121492,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5324Propta","5","Buena Vista",2595,-510.47,1,"live"
"563","aspicr","3",5158.643,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"564","aspicr","4",6818.132,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"565","aspicr","5",4798.132,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"566","aspicr","Control 1",3953.336,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"567","aspicr","Control 2",4791.027,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"568","aspicr","Control 3",5128.569,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"569","aspicr","Control 4",7726.648,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"570","aspicr","Control 5",8032.094,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
"571","castel","1",9249.397,180.91,0,0,180.91,"909.805",180.91,0.0195591128805478,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5324Propta","5","Buena Vista",2595,-510.47,1,"live"
"572","castel","2",15676.039,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"573","castel","3",8815.441,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"574","castel","4",7065.774,0,0,0,0,"7065.774",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"575","castel","5",6341.285,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5324Propta","5","Buena Vista",2595,-510.47,0,"live"
"576","castel","Control 1",13781.714,0,0,0,0,"681.526",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5324Propta","5","Buena Vista",2595,-510.47,0,"cntrl"
